association,score,general_aspect,review_text,hotel,location,review_rating
toalhas macias,3,equipamento,"Hotel bem localizado. Os funcionarios sao atenciosos e prestativos. O quarto e grande e o banheiro espacoso, incluindo uma banheira. As toalhas sao novas e macias. O cafe da manha e bom. Na rua do hotel estao as lojas mais famosas. ",Heritage Avenida Liberdade Hotel,Distrito de Lisboa,4
cafe bom,4,comida,"Hotel bem localizado. Os funcionarios sao atenciosos e prestativos. O quarto e grande e o banheiro espacoso, incluindo uma banheira. As toalhas sao novas e macias. O cafe da manha e bom. Na rua do hotel estao as lojas mais famosas. ",Heritage Avenida Liberdade Hotel,Distrito de Lisboa,4
cafe da manha bom,4,comida,"Hotel bem localizado. Os funcionarios sao atenciosos e prestativos. O quarto e grande e o banheiro espacoso, incluindo uma banheira. As toalhas sao novas e macias. O cafe da manha e bom. Na rua do hotel estao as lojas mais famosas. ",Heritage Avenida Liberdade Hotel,Distrito de Lisboa,4
lojas famosas,4,zona,"Hotel bem localizado. Os funcionarios sao atenciosos e prestativos. O quarto e grande e o banheiro espacoso, incluindo uma banheira. As toalhas sao novas e macias. O cafe da manha e bom. Na rua do hotel estao as lojas mais famosas. ",Heritage Avenida Liberdade Hotel,Distrito de Lisboa,4
hotel bom,4,hotel,"Bom hotel de praia, muito bem enquadrado, junto a praia da Falesia (das melhores de Albufeira) e com uma excelente piscina, mas a quarta estrela pode ser questionavel. Pequeno almoco, bastante razoavel, incluindo sumos naturais. Pessoal muito simpatico e profissional. Reservamos dois quartos pelo Bookings e chegamos as 02:00, recebendo a noticia de que devido a sobrelotacao nos tinham feito upgrade, passando ambos a ter vista de mar. Um dos quartos era otimo, mas o outro nao. Nao tinha varanda, com uma janela minima e extremamente quente. O hotel recomenda-se, mas nao fiquem no quarto 532. ",PortoBay Falesia,Distrito de Faro,4
piscina excelente,5,instalacoes,"Bom hotel de praia, muito bem enquadrado, junto a praia da Falesia (das melhores de Albufeira) e com uma excelente piscina, mas a quarta estrela pode ser questionavel. Pequeno almoco, bastante razoavel, incluindo sumos naturais. Pessoal muito simpatico e profissional. Reservamos dois quartos pelo Bookings e chegamos as 02:00, recebendo a noticia de que devido a sobrelotacao nos tinham feito upgrade, passando ambos a ter vista de mar. Um dos quartos era otimo, mas o outro nao. Nao tinha varanda, com uma janela minima e extremamente quente. O hotel recomenda-se, mas nao fiquem no quarto 532. ",PortoBay Falesia,Distrito de Faro,4
pequeno almoco bastante razoavel,3,comida,"Bom hotel de praia, muito bem enquadrado, junto a praia da Falesia (das melhores de Albufeira) e com uma excelente piscina, mas a quarta estrela pode ser questionavel. Pequeno almoco, bastante razoavel, incluindo sumos naturais. Pessoal muito simpatico e profissional. Reservamos dois quartos pelo Bookings e chegamos as 02:00, recebendo a noticia de que devido a sobrelotacao nos tinham feito upgrade, passando ambos a ter vista de mar. Um dos quartos era otimo, mas o outro nao. Nao tinha varanda, com uma janela minima e extremamente quente. O hotel recomenda-se, mas nao fiquem no quarto 532. ",PortoBay Falesia,Distrito de Faro,4
almoco bastante razoavel,3,comida,"Bom hotel de praia, muito bem enquadrado, junto a praia da Falesia (das melhores de Albufeira) e com uma excelente piscina, mas a quarta estrela pode ser questionavel. Pequeno almoco, bastante razoavel, incluindo sumos naturais. Pessoal muito simpatico e profissional. Reservamos dois quartos pelo Bookings e chegamos as 02:00, recebendo a noticia de que devido a sobrelotacao nos tinham feito upgrade, passando ambos a ter vista de mar. Um dos quartos era otimo, mas o outro nao. Nao tinha varanda, com uma janela minima e extremamente quente. O hotel recomenda-se, mas nao fiquem no quarto 532. ",PortoBay Falesia,Distrito de Faro,4
pessoal muito simpatico,4,servico,"Bom hotel de praia, muito bem enquadrado, junto a praia da Falesia (das melhores de Albufeira) e com uma excelente piscina, mas a quarta estrela pode ser questionavel. Pequeno almoco, bastante razoavel, incluindo sumos naturais. Pessoal muito simpatico e profissional. Reservamos dois quartos pelo Bookings e chegamos as 02:00, recebendo a noticia de que devido a sobrelotacao nos tinham feito upgrade, passando ambos a ter vista de mar. Um dos quartos era otimo, mas o outro nao. Nao tinha varanda, com uma janela minima e extremamente quente. O hotel recomenda-se, mas nao fiquem no quarto 532. ",PortoBay Falesia,Distrito de Faro,4
quarto otimo,4,instalacoes,"Bom hotel de praia, muito bem enquadrado, junto a praia da Falesia (das melhores de Albufeira) e com uma excelente piscina, mas a quarta estrela pode ser questionavel. Pequeno almoco, bastante razoavel, incluindo sumos naturais. Pessoal muito simpatico e profissional. Reservamos dois quartos pelo Bookings e chegamos as 02:00, recebendo a noticia de que devido a sobrelotacao nos tinham feito upgrade, passando ambos a ter vista de mar. Um dos quartos era otimo, mas o outro nao. Nao tinha varanda, com uma janela minima e extremamente quente. O hotel recomenda-se, mas nao fiquem no quarto 532. ",PortoBay Falesia,Distrito de Faro,4
janela extremamente quente,2,equipamento,"Bom hotel de praia, muito bem enquadrado, junto a praia da Falesia (das melhores de Albufeira) e com uma excelente piscina, mas a quarta estrela pode ser questionavel. Pequeno almoco, bastante razoavel, incluindo sumos naturais. Pessoal muito simpatico e profissional. Reservamos dois quartos pelo Bookings e chegamos as 02:00, recebendo a noticia de que devido a sobrelotacao nos tinham feito upgrade, passando ambos a ter vista de mar. Um dos quartos era otimo, mas o outro nao. Nao tinha varanda, com uma janela minima e extremamente quente. O hotel recomenda-se, mas nao fiquem no quarto 532. ",PortoBay Falesia,Distrito de Faro,4
quarto bom,4,instalacoes,Mini-ferias num quarto bom mas que a vista lateral mar e mesmo so uma vista muito lateral. O pequeno-almoco e muito bom com grande diversidade. O hotel e mesmo por cima da Praia mas as escadas sao ainda algumas para o regresso da Praia. Tivemos azar que a Praia estava em obras. ,PortoBay Falesia,Distrito de Faro,4
pequeno almoco muito bom,4,comida,Mini-ferias num quarto bom mas que a vista lateral mar e mesmo so uma vista muito lateral. O pequeno-almoco e muito bom com grande diversidade. O hotel e mesmo por cima da Praia mas as escadas sao ainda algumas para o regresso da Praia. Tivemos azar que a Praia estava em obras. ,PortoBay Falesia,Distrito de Faro,4
praia azar,2,zona,Mini-ferias num quarto bom mas que a vista lateral mar e mesmo so uma vista muito lateral. O pequeno-almoco e muito bom com grande diversidade. O hotel e mesmo por cima da Praia mas as escadas sao ainda algumas para o regresso da Praia. Tivemos azar que a Praia estava em obras. ,PortoBay Falesia,Distrito de Faro,4
hotel excelente,5,hotel,"Excelente Hotel de Praia, optima localizacao. Optima praia, com excelente areal acrescentado este mes, sem muita gente na praia. Excelentes piscinas e espaco exterior em geral. Optimas condicoes de limpeza dos quartosvale mesmo a pena. ",PortoBay Falesia,Distrito de Faro,5
localizacao optima,5,localizacao,"Excelente Hotel de Praia, optima localizacao. Optima praia, com excelente areal acrescentado este mes, sem muita gente na praia. Excelentes piscinas e espaco exterior em geral. Optimas condicoes de limpeza dos quartosvale mesmo a pena. ",PortoBay Falesia,Distrito de Faro,5
praia optima,5,localizacao,"Excelente Hotel de Praia, optima localizacao. Optima praia, com excelente areal acrescentado este mes, sem muita gente na praia. Excelentes piscinas e espaco exterior em geral. Optimas condicoes de limpeza dos quartosvale mesmo a pena. ",PortoBay Falesia,Distrito de Faro,5
areal excelente,5,outros|zona,"Excelente Hotel de Praia, optima localizacao. Optima praia, com excelente areal acrescentado este mes, sem muita gente na praia. Excelentes piscinas e espaco exterior em geral. Optimas condicoes de limpeza dos quartosvale mesmo a pena. ",PortoBay Falesia,Distrito de Faro,5
espaco exterior excelente,5,instalacoes,"Excelente Hotel de Praia, optima localizacao. Optima praia, com excelente areal acrescentado este mes, sem muita gente na praia. Excelentes piscinas e espaco exterior em geral. Optimas condicoes de limpeza dos quartosvale mesmo a pena. ",PortoBay Falesia,Distrito de Faro,5
piscinas excelentes,5,instalacoes,"Excelente Hotel de Praia, optima localizacao. Optima praia, com excelente areal acrescentado este mes, sem muita gente na praia. Excelentes piscinas e espaco exterior em geral. Optimas condicoes de limpeza dos quartosvale mesmo a pena. ",PortoBay Falesia,Distrito de Faro,5
limpeza optimas,5,servico,"Excelente Hotel de Praia, optima localizacao. Optima praia, com excelente areal acrescentado este mes, sem muita gente na praia. Excelentes piscinas e espaco exterior em geral. Optimas condicoes de limpeza dos quartosvale mesmo a pena. ",PortoBay Falesia,Distrito de Faro,5
ambiente tranquilo,3,zona,"ambiente tranquilo e agradavel com bom servicos e simpatia dos funcionarios, pena o jacuzzi ter estado fora de servico no fim de semana quando la estivemos mas no geral um sitio acolhador bom paa relaxar e descancar",Vale d'Oliveiras Quinta Resort & Spa,Distrito de Faro,4
ambiente agradavel,5,zona,"ambiente tranquilo e agradavel com bom servicos e simpatia dos funcionarios, pena o jacuzzi ter estado fora de servico no fim de semana quando la estivemos mas no geral um sitio acolhador bom paa relaxar e descancar",Vale d'Oliveiras Quinta Resort & Spa,Distrito de Faro,4
servicos bom,4,servico,"ambiente tranquilo e agradavel com bom servicos e simpatia dos funcionarios, pena o jacuzzi ter estado fora de servico no fim de semana quando la estivemos mas no geral um sitio acolhador bom paa relaxar e descancar",Vale d'Oliveiras Quinta Resort & Spa,Distrito de Faro,4
funcionarios simpatia,3,servico,"ambiente tranquilo e agradavel com bom servicos e simpatia dos funcionarios, pena o jacuzzi ter estado fora de servico no fim de semana quando la estivemos mas no geral um sitio acolhador bom paa relaxar e descancar",Vale d'Oliveiras Quinta Resort & Spa,Distrito de Faro,4
geral bom,4,outros,"ambiente tranquilo e agradavel com bom servicos e simpatia dos funcionarios, pena o jacuzzi ter estado fora de servico no fim de semana quando la estivemos mas no geral um sitio acolhador bom paa relaxar e descancar",Vale d'Oliveiras Quinta Resort & Spa,Distrito de Faro,4
sitio bom,4,zona,"ambiente tranquilo e agradavel com bom servicos e simpatia dos funcionarios, pena o jacuzzi ter estado fora de servico no fim de semana quando la estivemos mas no geral um sitio acolhador bom paa relaxar e descancar",Vale d'Oliveiras Quinta Resort & Spa,Distrito de Faro,4
localizacao boa,3,localizacao,"Boa localizacao, simpatia dos funcionarios. Problemas ao nivel da piscina. Espaco agradavel para familias grandes (t2). O outro complexo esta separado por uma estrada semi-movimentada, encontram-se os T1, descuidados, pouco interessantes, barulhento menos agradavel",Quinta das Figueirinhas,Distrito de Faro,3
funcionarios simpatia,3,servico,"Boa localizacao, simpatia dos funcionarios. Problemas ao nivel da piscina. Espaco agradavel para familias grandes (t2). O outro complexo esta separado por uma estrada semi-movimentada, encontram-se os T1, descuidados, pouco interessantes, barulhento menos agradavel",Quinta das Figueirinhas,Distrito de Faro,3
piscina problemas,2,instalacoes,"Boa localizacao, simpatia dos funcionarios. Problemas ao nivel da piscina. Espaco agradavel para familias grandes (t2). O outro complexo esta separado por uma estrada semi-movimentada, encontram-se os T1, descuidados, pouco interessantes, barulhento menos agradavel",Quinta das Figueirinhas,Distrito de Faro,3
espaco agradavel,5,instalacoes,"Boa localizacao, simpatia dos funcionarios. Problemas ao nivel da piscina. Espaco agradavel para familias grandes (t2). O outro complexo esta separado por uma estrada semi-movimentada, encontram-se os T1, descuidados, pouco interessantes, barulhento menos agradavel",Quinta das Figueirinhas,Distrito de Faro,3
localizacao boa,3,localizacao,"Boa localizacao,pequeno almoco cinco estrelas simpatia dos funcionarios espacos de convido ,bares ,restaurantes etc portanto recomendo,eu adorei estas mini ferias voltarei no proximo ano . . para mais umas ferias descontraidas ",PortoBay Falesia,Distrito de Faro,4
funcionarios simpatia,3,servico,"Boa localizacao,pequeno almoco cinco estrelas simpatia dos funcionarios espacos de convido ,bares ,restaurantes etc portanto recomendo,eu adorei estas mini ferias voltarei no proximo ano . . para mais umas ferias descontraidas ",PortoBay Falesia,Distrito de Faro,4
ferias descontraidas,3,outros,"Boa localizacao,pequeno almoco cinco estrelas simpatia dos funcionarios espacos de convido ,bares ,restaurantes etc portanto recomendo,eu adorei estas mini ferias voltarei no proximo ano . . para mais umas ferias descontraidas ",PortoBay Falesia,Distrito de Faro,4
cafe sem igual,4,comida,"desde o principio se nota os detalhes,desde o cafe da manha sem igual,ate os detalhes do quarto,com amenidades e limpeza sem igual. a equipe da recepcao e sempre solicita e resolve os pequenos problemas com rapidez. nota 10. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
limpeza sem igual,4,servico,"desde o principio se nota os detalhes,desde o cafe da manha sem igual,ate os detalhes do quarto,com amenidades e limpeza sem igual. a equipe da recepcao e sempre solicita e resolve os pequenos problemas com rapidez. nota 10. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
cafe da manha sem igual,4,comida,"desde o principio se nota os detalhes,desde o cafe da manha sem igual,ate os detalhes do quarto,com amenidades e limpeza sem igual. a equipe da recepcao e sempre solicita e resolve os pequenos problemas com rapidez. nota 10. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
equipe solicita,3,servico,"desde o principio se nota os detalhes,desde o cafe da manha sem igual,ate os detalhes do quarto,com amenidades e limpeza sem igual. a equipe da recepcao e sempre solicita e resolve os pequenos problemas com rapidez. nota 10. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
localizado bem,4,localizacao,"Classico, bem localizado, confortavel, pessoal atencioso. Cafe da manha com frutas tropicais. A noite tem jazz piano no bar do hotel. Chocolate nos travesseiros. Minha filha recebeu um presente do hotel. Proximo ao metro, em frente a praca dos Restauradores. Recomendo. ",Hotel Avenida Palace,Distrito de Lisboa,5
pessoal atencioso,4,servico,"Classico, bem localizado, confortavel, pessoal atencioso. Cafe da manha com frutas tropicais. A noite tem jazz piano no bar do hotel. Chocolate nos travesseiros. Minha filha recebeu um presente do hotel. Proximo ao metro, em frente a praca dos Restauradores. Recomendo. ",Hotel Avenida Palace,Distrito de Lisboa,5
metro proximo,3,zona,"Classico, bem localizado, confortavel, pessoal atencioso. Cafe da manha com frutas tropicais. A noite tem jazz piano no bar do hotel. Chocolate nos travesseiros. Minha filha recebeu um presente do hotel. Proximo ao metro, em frente a praca dos Restauradores. Recomendo. ",Hotel Avenida Palace,Distrito de Lisboa,5
localizacao boa,3,localizacao,"Boa localizacao, quarto confortavel e cafe da manha farto. Trouxemos nossa sobrinha de 1 ano e ofereceram berco, banheira para o bebe, alem de produtos de higiene proprios. Uma delicadeza! Tivemos uma estadia agradavel no Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
quarto confortavel,4,instalacoes,"Boa localizacao, quarto confortavel e cafe da manha farto. Trouxemos nossa sobrinha de 1 ano e ofereceram berco, banheira para o bebe, alem de produtos de higiene proprios. Uma delicadeza! Tivemos uma estadia agradavel no Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
cafe farto,4,comida,"Boa localizacao, quarto confortavel e cafe da manha farto. Trouxemos nossa sobrinha de 1 ano e ofereceram berco, banheira para o bebe, alem de produtos de higiene proprios. Uma delicadeza! Tivemos uma estadia agradavel no Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
cafe da manha farto,4,comida,"Boa localizacao, quarto confortavel e cafe da manha farto. Trouxemos nossa sobrinha de 1 ano e ofereceram berco, banheira para o bebe, alem de produtos de higiene proprios. Uma delicadeza! Tivemos uma estadia agradavel no Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
estadia agradavel,5,estadia,"Boa localizacao, quarto confortavel e cafe da manha farto. Trouxemos nossa sobrinha de 1 ano e ofereceram berco, banheira para o bebe, alem de produtos de higiene proprios. Uma delicadeza! Tivemos uma estadia agradavel no Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
opcao excelente,5,outros,No centro da cidade revelou-se uma excelente opcao com varios detalhes que fazem a diferenca. Pequeno almoco com uma boa oferta e apresentacao. Ha sempre espaco para evoluir mas estao no caminho certo. ,Hotel NH Collection Porto Batalha,Distrito do Porto,5
pequeno almoco boa,3,comida,No centro da cidade revelou-se uma excelente opcao com varios detalhes que fazem a diferenca. Pequeno almoco com uma boa oferta e apresentacao. Ha sempre espaco para evoluir mas estao no caminho certo. ,Hotel NH Collection Porto Batalha,Distrito do Porto,5
oferta boa,3,outros|preco,No centro da cidade revelou-se uma excelente opcao com varios detalhes que fazem a diferenca. Pequeno almoco com uma boa oferta e apresentacao. Ha sempre espaco para evoluir mas estao no caminho certo. ,Hotel NH Collection Porto Batalha,Distrito do Porto,5
apresentacao boa,3,decoracao,No centro da cidade revelou-se uma excelente opcao com varios detalhes que fazem a diferenca. Pequeno almoco com uma boa oferta e apresentacao. Ha sempre espaco para evoluir mas estao no caminho certo. ,Hotel NH Collection Porto Batalha,Distrito do Porto,5
quartos modernos,3,instalacoes,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
banheiro muito bonito,5,equipamento,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
limpeza do quarto muito boa,5,servico,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
cafe excelente,5,comida,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
cafe da manha excelente,5,comida,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
localizacao muito boa,5,localizacao,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
rua proximo,4,zona,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
principais pontos proximo,4,zona,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
estacionamento proprio funcionou,3,instalacoes,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
servico funcionou,3,servico,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
preco razoavel,3,preco,"O Hotel esta todo reformado com Quartos modernos e banheiro muito bonito. Limpeza do quarto muito boa e cafe da manha excelente. A localizacao tambem e muito boa, muito proximo da rua Santa Catarina e dos principais pontos turisticos da cidade. Apesar de nao possuir estacionamento proprio, o servico de manobrista do hotel funcionou muito bem e por um preco razoavel (10 euros). Com certeza voltaria em outra visita a Porto. ",Hotel NH Collection Porto Batalha,Distrito do Porto,5
atendimento muito bom,5,servico,"Atendimento muito bom na recepcao e excelente no cafe da manha nas 5 noites que hospedamos. Hotel agradavel e compativel com o preco. Silencioso Tudo agradavel. Somente para descer para a garagem com carro muiiiito grande (5,25 metros) tera dificuldades . Para sair e facil. ",Holiday Inn Lisbon,Distrito de Lisboa,4
cafe excelente,5,comida,"Atendimento muito bom na recepcao e excelente no cafe da manha nas 5 noites que hospedamos. Hotel agradavel e compativel com o preco. Silencioso Tudo agradavel. Somente para descer para a garagem com carro muiiiito grande (5,25 metros) tera dificuldades . Para sair e facil. ",Holiday Inn Lisbon,Distrito de Lisboa,4
hotel agradavel,4,hotel,"Atendimento muito bom na recepcao e excelente no cafe da manha nas 5 noites que hospedamos. Hotel agradavel e compativel com o preco. Silencioso Tudo agradavel. Somente para descer para a garagem com carro muiiiito grande (5,25 metros) tera dificuldades . Para sair e facil. ",Holiday Inn Lisbon,Distrito de Lisboa,4
cafe da manha excelente,5,comida,"Atendimento muito bom na recepcao e excelente no cafe da manha nas 5 noites que hospedamos. Hotel agradavel e compativel com o preco. Silencioso Tudo agradavel. Somente para descer para a garagem com carro muiiiito grande (5,25 metros) tera dificuldades . Para sair e facil. ",Holiday Inn Lisbon,Distrito de Lisboa,4
tudo silencioso,3,outros,"Atendimento muito bom na recepcao e excelente no cafe da manha nas 5 noites que hospedamos. Hotel agradavel e compativel com o preco. Silencioso Tudo agradavel. Somente para descer para a garagem com carro muiiiito grande (5,25 metros) tera dificuldades . Para sair e facil. ",Holiday Inn Lisbon,Distrito de Lisboa,4
tudo agradavel,4,outros,"Atendimento muito bom na recepcao e excelente no cafe da manha nas 5 noites que hospedamos. Hotel agradavel e compativel com o preco. Silencioso Tudo agradavel. Somente para descer para a garagem com carro muiiiito grande (5,25 metros) tera dificuldades . Para sair e facil. ",Holiday Inn Lisbon,Distrito de Lisboa,4
hotel honesto,4,hotel,"Hotel com custo beneficio honesto. Quarto amplo, bom cafe da manha, um pouco longe dos pontos turisticos, mas com duas estacoes do metro proximas. Possui uma piscina com bar no terraco. Nada demais, mas uma opcao a se considerar. ",Holiday Inn Lisbon,Distrito de Lisboa,4
custo honesto,4,preco,"Hotel com custo beneficio honesto. Quarto amplo, bom cafe da manha, um pouco longe dos pontos turisticos, mas com duas estacoes do metro proximas. Possui uma piscina com bar no terraco. Nada demais, mas uma opcao a se considerar. ",Holiday Inn Lisbon,Distrito de Lisboa,4
custo beneficio honesto,4,preco,"Hotel com custo beneficio honesto. Quarto amplo, bom cafe da manha, um pouco longe dos pontos turisticos, mas com duas estacoes do metro proximas. Possui uma piscina com bar no terraco. Nada demais, mas uma opcao a se considerar. ",Holiday Inn Lisbon,Distrito de Lisboa,4
quarto amplo,3,instalacoes,"Hotel com custo beneficio honesto. Quarto amplo, bom cafe da manha, um pouco longe dos pontos turisticos, mas com duas estacoes do metro proximas. Possui uma piscina com bar no terraco. Nada demais, mas uma opcao a se considerar. ",Holiday Inn Lisbon,Distrito de Lisboa,4
cafe bom,4,comida,"Hotel com custo beneficio honesto. Quarto amplo, bom cafe da manha, um pouco longe dos pontos turisticos, mas com duas estacoes do metro proximas. Possui uma piscina com bar no terraco. Nada demais, mas uma opcao a se considerar. ",Holiday Inn Lisbon,Distrito de Lisboa,4
cafe da manha bom,4,comida,"Hotel com custo beneficio honesto. Quarto amplo, bom cafe da manha, um pouco longe dos pontos turisticos, mas com duas estacoes do metro proximas. Possui uma piscina com bar no terraco. Nada demais, mas uma opcao a se considerar. ",Holiday Inn Lisbon,Distrito de Lisboa,4
pontos turisticos longe,2,zona,"Hotel com custo beneficio honesto. Quarto amplo, bom cafe da manha, um pouco longe dos pontos turisticos, mas com duas estacoes do metro proximas. Possui uma piscina com bar no terraco. Nada demais, mas uma opcao a se considerar. ",Holiday Inn Lisbon,Distrito de Lisboa,4
estacoes do metro proximas,4,zona,"Hotel com custo beneficio honesto. Quarto amplo, bom cafe da manha, um pouco longe dos pontos turisticos, mas com duas estacoes do metro proximas. Possui uma piscina com bar no terraco. Nada demais, mas uma opcao a se considerar. ",Holiday Inn Lisbon,Distrito de Lisboa,4
hotel bom,4,hotel,"Estivemos hospedados por 3 dias em Junho e consideramos um bom hotel. Bom custo beneficio. Bom quarto, com boa cama, duas opcoes de travesseiros e bom chuveiro. Na nossa diaria tinhamos o cafe da manha incluso e gostamos bastante, especialmente pela variedade de frutas. ",Holiday Inn Lisbon,Distrito de Lisboa,4
custo bom,4,preco,"Estivemos hospedados por 3 dias em Junho e consideramos um bom hotel. Bom custo beneficio. Bom quarto, com boa cama, duas opcoes de travesseiros e bom chuveiro. Na nossa diaria tinhamos o cafe da manha incluso e gostamos bastante, especialmente pela variedade de frutas. ",Holiday Inn Lisbon,Distrito de Lisboa,4
custo beneficio bom,4,preco,"Estivemos hospedados por 3 dias em Junho e consideramos um bom hotel. Bom custo beneficio. Bom quarto, com boa cama, duas opcoes de travesseiros e bom chuveiro. Na nossa diaria tinhamos o cafe da manha incluso e gostamos bastante, especialmente pela variedade de frutas. ",Holiday Inn Lisbon,Distrito de Lisboa,4
quarto bom,4,instalacoes,"Estivemos hospedados por 3 dias em Junho e consideramos um bom hotel. Bom custo beneficio. Bom quarto, com boa cama, duas opcoes de travesseiros e bom chuveiro. Na nossa diaria tinhamos o cafe da manha incluso e gostamos bastante, especialmente pela variedade de frutas. ",Holiday Inn Lisbon,Distrito de Lisboa,4
cama boa,3,equipamento,"Estivemos hospedados por 3 dias em Junho e consideramos um bom hotel. Bom custo beneficio. Bom quarto, com boa cama, duas opcoes de travesseiros e bom chuveiro. Na nossa diaria tinhamos o cafe da manha incluso e gostamos bastante, especialmente pela variedade de frutas. ",Holiday Inn Lisbon,Distrito de Lisboa,4
chuveiro bom,4,equipamento,"Estivemos hospedados por 3 dias em Junho e consideramos um bom hotel. Bom custo beneficio. Bom quarto, com boa cama, duas opcoes de travesseiros e bom chuveiro. Na nossa diaria tinhamos o cafe da manha incluso e gostamos bastante, especialmente pela variedade de frutas. ",Holiday Inn Lisbon,Distrito de Lisboa,4
cafe da manha bastante gostamos,4,comida,"Estivemos hospedados por 3 dias em Junho e consideramos um bom hotel. Bom custo beneficio. Bom quarto, com boa cama, duas opcoes de travesseiros e bom chuveiro. Na nossa diaria tinhamos o cafe da manha incluso e gostamos bastante, especialmente pela variedade de frutas. ",Holiday Inn Lisbon,Distrito de Lisboa,4
